AREA,Vict Age,Vict Descent,Crm Cd,Premis Cd,Status,dayofweek,day,month,Vict_Sex_F,Vict_Sex_M,Vict_Sex_X
15,55,7,624,501,2,1,3,1,1,0,0
20,33,17,121,506,4,4,2,6,1,0,0
17,50,17,624,217,4,3,27,7,0,1,0
2,32,7,624,102,4,5,1,4,1,0,0
20,66,1,330,717,4,2,19,4,0,1,0
1,30,7,740,122,4,0,28,8,0,1,0
19,46,7,354,502,4,3,11,5,1,0,0
9,43,7,946,501,4,4,11,8,0,1,0
17,41,7,310,501,4,6,22,1,0,1,0
1,40,12,210,102,4,2,13,9,0,1,0
3,18,7,440,506,4,3,30,3,0,1,0
9,47,7,649,702,4,2,29,3,1,0,0
15,53,7,761,203,4,0,20,3,0,1,0
6,73,7,740,502,4,5,6,5,1,0,0
4,39,7,330,108,4,6,21,5,1,0,0
15,31,7,888,502,4,3,29,6,1,0,0
1,30,2,626,101,2,2,8,2,1,0,0
11,44,7,230,108,4,3,14,9,1,0,0
11,70,7,354,501,4,0,24,7,0,1,0
8,39,17,320,501,4,5,11,2,1,0,0
2,70,7,220,102,1,1,15,8,1,0,0
10,23,12,230,203,4,5,4,3,0,1,0
20,37,7,761,502,5,0,14,8,1,0,0
21,33,17,331,101,4,0,10,7,1,0,0
11,47,7,624,207,4,6,30,4,0,1,0
9,21,17,442,404,1,3,16,2,0,1,0
16,54,7,331,101,4,1,18,4,0,1,0
4,49,7,331,101,4,3,16,2,1,0,0
9,60,17,480,146,4,2,22,3,1,0,0
21,71,2,230,502,2,1,4,7,0,1,0
16,33,7,740,122,4,0,20,3,0,1,0
15,22,7,624,108,2,3,16,2,0,1,0
8,51,17,310,108,4,6,14,5,0,1,0
6,51,2,330,108,4,1,28,3,0,1,0
1,18,7,210,102,4,1,13,6,0,1,0
21,69,2,625,880,4,3,15,6,1,0,0
19,26,2,626,501,2,6,5,3,1,0,0
19,13,17,956,501,4,2,30,8,1,0,0
21,45,17,930,501,1,4,21,7,1,0,0
4,26,7,341,101,2,2,9,8,1,0,0
11,74,17,900,501,4,3,1,6,1,0,0
17,87,17,341,501,4,0,12,6,1,0,0
17,7,2,627,502,1,0,6,2,1,0,0
20,42,7,330,101,4,3,27,4,1,0,0
1,27,2,230,835,4,1,7,3,0,1,0
7,24,7,480,102,4,4,28,7,0,1,0
1,67,7,930,101,2,2,5,4,0,1,0
11,32,7,946,108,4,6,13,8,0,1,0
16,43,7,903,101,4,0,13,2,1,0,0
14,43,7,331,707,4,3,14,9,0,1,0
3,42,8,740,122,4,3,20,7,1,0,0
2,38,1,230,502,4,5,5,8,0,1,0
21,30,17,341,119,4,4,24,2,1,0,0
21,51,18,210,210,2,0,17,4,0,1,0
19,77,7,740,501,4,5,26,8,1,0,0
11,32,7,330,109,4,6,7,5,0,1,0
16,43,12,480,501,4,0,17,4,0,1,0
15,30,17,930,507,4,2,8,2,1,0,0
17,32,12,624,501,2,0,28,8,1,0,0
19,73,7,901,501,4,1,22,8,1,0,0
1,53,7,510,210,4,3,3,8,0,1,0
20,39,17,236,502,4,0,29,5,1,0,0
7,29,7,761,502,4,3,14,9,0,1,0
9,49,7,330,707,4,0,2,1,1,0,0
7,34,1,310,501,4,5,8,4,1,0,0
14,68,7,341,502,4,1,30,5,0,1,0
6,31,7,624,101,4,1,21,3,0,1,0
4,8,7,627,502,1,6,8,1,1,0,0
9,33,17,649,501,4,1,20,6,0,1,0
15,60,7,626,501,2,5,13,5,0,1,0
4,54,17,230,102,4,2,8,3,0,1,0
7,40,2,740,101,4,0,3,4,0,1,0
15,29,7,440,502,4,4,30,6,0,1,0
17,47,7,740,101,4,0,12,6,0,1,0
10,28,7,930,710,4,1,9,5,1,0,0
13,53,7,626,501,4,6,9,7,1,0,0
10,88,17,310,501,4,0,24,4,1,0,0
21,57,17,440,145,4,5,29,4,0,1,0
8,43,17,220,101,4,4,3,2,0,1,0
14,66,17,352,402,4,0,26,6,1,0,0
7,53,17,354,504,4,0,3,7,1,0,0
10,66,12,930,501,2,3,18,5,1,0,0
17,37,17,330,108,4,5,14,1,0,1,0
4,28,7,761,504,2,3,6,4,0,1,0
2,28,17,625,108,4,5,22,7,1,0,0
15,31,17,740,108,4,3,13,4,1,0,0
1,34,7,230,502,4,0,12,6,1,0,0
1,52,12,330,123,4,6,16,4,1,0,0
16,52,17,740,122,4,2,8,2,0,1,0
10,30,12,210,101,4,6,19,2,1,0,0
7,36,7,230,102,4,2,19,7,0,1,0
16,35,7,626,509,1,0,21,8,1,0,0
19,33,7,331,101,4,3,12,1,1,0,0
6,51,17,440,207,4,0,12,6,0,1,0
10,41,12,230,101,4,4,30,6,1,0,0
9,50,17,331,123,4,1,2,5,0,1,0
3,18,7,624,121,4,3,23,3,0,1,0
15,43,17,626,101,2,4,28,4,0,1,0
7,27,7,210,102,4,2,19,4,1,0,0
2,32,17,440,502,4,4,18,8,1,0,0
15,46,7,624,108,1,4,10,2,1,0,0
16,31,7,354,501,4,1,3,1,1,0,0
3,35,2,210,502,4,5,25,3,1,0,0
7,24,7,520,101,4,5,4,2,0,1,0
21,82,17,341,410,4,4,8,9,1,0,0
4,27,7,888,504,4,3,24,8,1,0,0
3,39,2,626,218,2,4,30,6,1,0,0
3,17,7,236,501,1,2,8,3,1,0,0
9,47,7,354,502,4,3,2,3,1,0,0
21,51,17,624,101,4,4,20,1,0,1,0
1,48,17,956,931,4,1,16,5,1,0,0
15,57,17,331,122,4,2,21,6,0,1,0
9,24,7,330,101,4,4,14,4,1,0,0
8,44,12,310,501,4,0,11,9,0,1,0
10,78,1,354,501,4,3,24,8,0,1,0
3,35,17,341,501,4,6,5,2,0,1,0
1,44,2,624,801,4,6,9,4,1,0,0
9,59,12,626,101,4,2,5,7,1,0,0
1,37,2,440,252,4,3,13,7,0,1,0
16,33,7,626,502,4,6,4,6,1,0,0
15,23,7,354,502,4,0,10,7,1,0,0
15,45,2,930,502,4,0,22,5,0,1,0
10,54,12,662,501,4,1,10,1,0,1,0
7,37,7,210,102,4,5,29,4,0,1,0
6,33,17,440,501,4,0,6,3,0,1,0
8,39,2,440,501,4,5,1,4,1,0,0
1,34,12,624,401,4,2,12,7,0,1,0
15,23,12,354,502,4,1,18,7,1,0,0
20,40,10,330,102,4,1,2,5,1,0,0
10,49,17,330,108,4,0,18,9,1,0,0
1,22,7,442,403,4,6,19,2,1,0,0
3,30,17,626,501,4,1,23,5,1,0,0
9,37,2,624,801,4,5,4,2,1,0,0
10,33,12,626,501,2,3,16,2,1,0,0
20,32,5,330,502,4,3,3,8,1,0,0
10,22,2,946,502,4,0,18,9,1,0,0
9,75,17,944,101,4,0,11,9,0,1,0
1,28,2,624,702,4,6,15,1,0,1,0
9,56,1,310,219,4,6,15,1,0,1,0
14,16,17,820,101,4,4,13,1,1,0,0
6,21,17,354,501,4,4,9,6,0,1,0
15,45,17,421,101,4,0,22,5,0,1,0
13,26,2,761,501,2,0,27,3,1,0,0
6,25,17,626,502,2,3,12,1,1,0,0
19,38,17,354,255,4,2,29,3,1,0,0
1,25,7,343,406,4,4,14,4,0,1,0
8,53,17,330,101,4,2,9,8,0,1,0
1,58,17,420,101,4,0,29,5,1,0,0
2,19,7,761,101,4,6,1,1,1,0,0
20,25,12,900,503,4,6,30,7,1,0,0
15,64,7,331,101,4,0,1,5,0,1,0
2,37,7,900,726,4,0,26,6,0,1,0
21,35,18,440,502,4,6,5,3,0,1,0
6,31,12,330,252,4,2,30,8,1,0,0
15,29,17,624,501,4,0,21,8,0,1,0
20,30,12,331,101,4,1,23,5,0,1,0
13,41,1,220,102,4,3,31,8,0,1,0
17,42,17,354,501,4,6,19,2,1,0,0
10,66,7,440,501,4,3,27,7,0,1,0
17,27,7,740,502,4,1,28,2,1,0,0
16,30,7,900,704,4,3,8,6,1,0,0
8,46,2,440,203,4,4,1,9,1,0,0
10,30,17,662,501,4,3,19,1,1,0,0
17,76,17,626,501,2,4,28,7,1,0,0
2,41,7,662,502,4,0,23,1,1,0,0
8,58,12,331,101,4,4,10,3,0,1,0
8,20,5,330,707,4,2,24,5,1,0,0
11,35,7,210,402,4,4,4,8,0,1,0
17,21,7,330,108,4,1,3,1,1,0,0
21,48,17,331,101,4,4,24,2,1,0,0
15,62,17,331,101,4,0,20,2,0,1,0
10,33,7,624,102,4,6,4,6,0,1,0
11,53,7,624,108,4,0,17,7,0,1,0
15,38,7,625,102,4,2,23,8,0,1,0
1,25,17,354,502,4,6,26,2,1,0,0
19,48,7,310,501,2,5,9,9,1,0,0
10,48,7,440,402,4,2,18,1,0,1,0
14,65,17,624,501,4,2,14,6,0,1,0
11,37,7,236,502,2,1,11,7,1,0,0
3,22,18,442,404,4,0,14,8,0,0,1
19,42,7,230,101,4,4,27,1,0,1,0
15,28,17,330,101,4,2,22,3,1,0,0
3,37,7,740,108,4,3,15,6,1,0,0
1,38,7,624,502,4,6,28,5,0,1,0
1,29,7,888,516,4,6,18,6,0,1,0
9,38,2,626,502,4,2,20,9,0,1,0
17,80,17,210,108,4,1,31,1,1,0,0
4,33,7,930,108,4,6,17,9,1,0,0
20,32,7,331,101,4,4,7,4,1,0,0
10,66,12,310,501,4,2,5,4,0,1,0
6,33,7,740,101,4,5,29,7,1,0,0
19,30,1,662,501,4,3,21,9,1,0,0
19,65,17,440,510,4,4,24,2,0,1,0
3,18,7,440,501,4,6,12,3,1,0,0
3,27,7,420,101,4,1,7,3,0,1,0
13,35,17,330,101,4,4,23,6,1,0,0
7,24,17,740,101,4,6,17,9,1,0,0
9,37,2,946,403,1,0,17,4,0,1,0
10,59,17,331,501,4,4,10,2,0,1,0
8,32,12,341,502,4,0,27,2,1,0,0
9,22,2,330,504,4,1,28,3,0,1,0
2,63,12,230,101,4,2,15,2,0,1,0
17,16,7,625,721,4,0,28,8,1,0,0
13,28,7,740,122,4,2,4,1,1,0,0
1,44,7,230,101,4,4,22,9,0,1,0
20,46,1,331,502,4,3,9,3,0,1,0
4,44,7,220,101,4,6,25,6,0,1,0
10,47,7,900,501,2,0,26,6,1,0,0
19,52,7,900,501,2,4,14,7,1,0,0
11,45,17,901,507,4,0,22,5,1,0,0
11,34,7,354,502,4,6,1,1,0,1,0
19,47,18,442,248,4,2,11,1,0,1,0
17,41,7,310,501,4,4,10,2,1,0,0
2,32,17,624,101,4,1,1,8,0,1,0
8,27,7,354,504,4,2,12,4,0,1,0
14,27,7,626,102,4,3,7,9,1,0,0
11,48,17,930,501,1,0,11,9,0,1,0
15,36,7,888,501,4,4,18,8,1,0,0
2,49,7,624,101,4,2,3,5,0,1,0
21,35,17,930,501,4,1,11,4,0,1,0
4,33,17,331,101,4,0,27,2,1,0,0
11,26,7,626,501,2,6,28,5,1,0,0
1,24,7,442,406,4,3,16,3,0,1,0
15,51,7,626,502,1,3,5,1,1,0,0
16,27,17,662,501,4,2,2,8,1,0,0
11,51,7,251,501,4,6,29,1,0,1,0
4,33,7,624,203,4,6,30,7,0,1,0
20,53,2,230,501,4,1,12,9,0,1,0
13,64,7,331,101,4,5,27,5,0,1,0
13,25,7,901,101,4,1,22,8,1,0,0
10,54,7,330,104,4,6,17,9,0,1,0
16,40,17,341,501,4,5,10,6,0,1,0
17,41,17,121,101,4,6,28,5,1,0,0
1,69,2,354,502,4,2,17,5,0,1,0
17,41,18,354,501,4,4,14,7,0,1,0
8,19,2,624,108,4,4,3,2,1,0,0
20,15,7,440,721,4,0,13,3,0,1,0
4,24,7,626,504,1,4,15,9,1,0,0
8,61,17,310,501,4,2,25,1,1,0,0
3,35,7,341,119,4,1,14,2,1,0,0
17,36,17,930,108,4,0,3,4,0,1,0
6,31,2,740,104,4,1,14,2,1,0,0
4,29,7,230,963,4,4,14,7,0,1,0
3,22,2,230,104,1,0,20,3,1,0,0
20,31,7,330,101,4,3,22,6,0,1,0
16,48,7,624,108,4,1,7,2,0,1,0
2,62,2,341,101,1,0,18,9,0,1,0
20,54,17,331,101,4,5,1,4,1,0,0
8,52,12,950,514,1,3,27,4,1,0,0
15,43,12,330,141,4,3,16,3,1,0,0
1,23,7,236,707,4,3,17,8,1,0,0
13,33,2,740,122,4,3,31,8,1,0,0
3,48,7,886,501,4,2,18,1,1,0,0
8,40,17,440,502,4,1,7,2,0,1,0
9,67,17,440,501,4,2,11,1,0,1,0
14,34,17,354,502,4,2,12,7,0,1,0
1,59,1,434,104,4,4,1,9,0,1,0
3,61,2,956,217,4,2,7,6,1,0,0
21,31,17,354,501,4,0,24,7,0,1,0
3,29,2,230,101,4,1,28,3,0,1,0
16,36,7,230,108,4,4,30,6,1,0,0
11,37,12,330,101,4,6,6,8,0,1,0
17,17,7,440,717,4,2,1,2,0,1,0
10,48,7,230,108,4,1,12,9,0,1,0
15,41,7,740,101,2,2,10,5,1,0,0
8,39,12,440,501,4,1,7,2,0,1,0
8,31,17,740,101,2,2,24,5,0,1,0
1,26,7,420,123,4,0,4,9,0,1,0
19,41,7,626,502,4,6,30,4,1,0,0
14,77,1,310,501,4,3,26,1,1,0,0
2,28,17,956,502,4,6,1,1,1,0,0
16,14,12,624,720,4,2,1,2,0,1,0
8,57,17,745,205,1,6,14,5,0,1,0
10,68,17,341,501,4,2,17,5,0,1,0
8,56,12,354,501,4,1,23,5,1,0,0
6,34,2,761,108,1,6,6,8,0,1,0
7,85,17,354,501,4,4,13,1,0,1,0
21,33,17,440,502,4,0,26,6,0,1,0
10,35,7,220,108,1,4,10,2,1,0,0
8,78,12,310,501,4,2,17,5,0,1,0
1,65,2,341,101,4,5,1,4,0,1,0
8,31,2,354,502,4,6,2,4,1,0,0
19,41,7,624,101,4,3,25,5,0,1,0
20,26,7,625,210,4,0,8,5,0,1,0
15,55,17,624,102,4,5,7,1,1,0,0
3,45,2,121,101,4,2,1,2,1,0,0
21,32,12,740,122,1,6,23,7,0,1,0
17,44,12,900,726,2,4,8,9,0,1,0
9,50,7,330,108,4,6,4,6,0,1,0
6,65,17,763,501,4,6,8,1,0,1,0
9,69,12,210,108,4,5,4,2,0,1,0
16,32,7,946,726,4,2,28,6,1,0,0
1,57,2,761,516,4,6,28,5,0,1,0
6,30,7,624,101,4,5,13,5,1,0,0
16,45,7,354,501,4,6,2,7,1,0,0
20,21,1,626,104,2,0,2,1,1,0,0
15,44,17,442,414,4,5,14,1,1,0,0
8,37,12,320,501,4,3,13,4,0,1,0
7,54,7,230,104,1,4,21,7,0,1,0
17,46,17,888,501,4,1,6,6,0,1,0
6,53,7,624,109,4,6,3,9,0,1,0
9,67,17,662,501,4,4,17,2,0,1,0
16,58,7,740,501,4,4,10,2,0,1,0
13,37,2,440,501,4,0,8,5,0,1,0
6,38,2,331,501,4,3,24,8,0,1,0
9,32,7,442,404,4,4,16,6,0,1,0
10,58,12,310,501,4,1,23,5,0,1,0
17,41,17,331,504,4,3,21,9,0,1,0
21,37,7,901,501,1,3,18,5,1,0,0
16,13,7,121,501,1,6,1,1,1,0,0
1,43,17,626,501,2,1,20,6,1,0,0
15,41,17,330,108,4,4,22,9,1,0,0
14,26,7,930,501,4,1,1,8,0,1,0
21,65,17,745,501,4,4,24,2,1,0,0
14,37,17,310,501,4,0,9,1,0,1,0
1,71,7,352,101,4,3,25,5,0,1,0
1,36,7,341,720,4,5,4,2,0,1,0
16,43,7,331,101,4,5,22,7,1,0,0
15,17,7,662,501,4,3,18,5,0,1,0
6,56,7,740,123,4,5,8,7,1,0,0
10,52,2,230,502,4,4,21,7,1,0,0
3,36,17,624,210,4,2,1,2,0,1,0
9,32,7,354,502,4,1,1,8,1,0,0
6,47,2,310,501,4,3,22,6,0,1,0
20,28,7,330,707,4,5,25,2,0,1,0
7,48,2,624,701,2,3,16,2,0,1,0
13,53,7,624,501,4,2,19,4,1,0,0
16,58,12,420,217,4,0,27,3,0,1,0
21,36,1,946,501,4,4,7,4,1,0,0
15,31,7,236,502,2,2,21,6,1,0,0
17,34,17,330,108,4,2,13,9,1,0,0
13,45,7,624,101,4,1,8,8,1,0,0
16,31,7,740,122,4,2,19,4,0,1,0
19,47,18,310,405,4,6,11,6,0,1,0
7,52,12,341,501,4,3,25,5,0,0,1
14,13,2,235,720,4,1,30,5,0,1,0
19,33,7,440,104,4,2,23,8,0,1,0
1,33,9,330,108,4,2,25,1,0,1,0
7,33,17,330,101,4,4,23,6,1,0,0
3,45,2,763,502,4,1,12,9,1,0,0
4,33,7,624,101,1,6,26,3,0,1,0
1,39,12,330,101,4,4,3,3,0,1,0
21,43,12,888,501,2,6,26,2,0,1,0
13,54,2,930,101,2,4,6,1,0,1,0
2,53,12,624,101,2,3,11,5,0,1,0
7,66,1,440,719,4,1,8,8,1,0,0
6,20,17,624,413,4,6,13,8,1,0,0
13,54,12,740,122,4,3,24,8,0,1,0
9,60,12,624,252,2,0,3,4,0,1,0
16,59,7,624,501,2,1,24,1,1,0,0
1,21,7,624,701,4,6,12,2,1,0,0
15,60,7,740,122,1,4,1,9,0,1,0
11,31,17,662,501,4,1,10,1,0,1,0
13,30,7,440,213,4,1,28,2,0,1,0
4,50,12,745,507,4,6,17,9,1,0,0
11,37,17,331,104,4,1,18,4,0,1,0
21,65,17,310,501,4,4,27,1,1,0,0
14,44,7,440,203,4,6,16,4,1,0,0
12,50,18,624,101,1,4,27,1,0,1,0
21,32,7,354,501,4,3,3,8,1,0,0
1,40,7,230,103,1,0,6,3,0,1,0
19,35,7,626,122,4,4,6,1,1,0,0
9,46,17,624,710,4,0,20,2,0,1,0
21,18,17,210,727,4,3,13,7,0,1,0
17,41,2,946,501,4,3,20,7,0,1,0
1,48,7,624,101,4,4,13,1,0,1,0
21,69,12,320,501,4,4,11,8,0,1,0
7,33,17,330,104,4,1,20,6,1,0,0
10,28,17,230,502,2,5,21,1,0,1,0
16,76,17,624,501,2,0,27,2,1,0,0
1,35,7,740,122,1,2,10,5,0,1,0
3,20,17,440,502,4,5,24,6,1,0,0
9,40,12,930,702,1,1,10,1,0,1,0
3,22,5,331,108,4,3,15,6,1,0,0
17,55,17,354,502,4,2,8,2,1,0,0
7,77,17,210,101,4,5,4,3,0,1,0
6,47,7,354,502,4,6,26,3,1,0,0
4,60,7,900,501,4,1,14,3,0,1,0
11,40,17,956,501,4,6,25,6,0,1,0
4,34,7,740,501,4,1,4,4,1,0,0
8,79,17,310,501,4,6,22,1,1,0,0
9,68,17,354,501,4,1,20,6,1,0,0
6,24,2,624,504,4,0,20,2,0,1,0
16,60,7,230,101,4,1,6,6,0,1,0
4,17,7,626,101,4,6,24,9,1,0,0
3,50,2,220,101,1,3,12,1,0,1,0
3,67,7,440,502,4,5,3,6,1,0,0
20,32,7,930,502,4,2,5,7,1,0,0
11,40,17,330,101,4,0,14,8,0,1,0
16,84,17,662,501,4,0,23,1,1,0,0
4,41,10,420,222,4,0,12,6,1,0,0
11,52,7,341,501,4,6,28,5,0,1,0
16,29,12,310,501,4,6,12,3,1,0,0
21,42,7,331,108,4,1,11,4,1,0,0
3,42,7,330,101,4,0,3,7,1,0,0
10,32,7,910,101,4,0,7,8,1,0,0
4,35,7,624,501,2,2,12,7,1,0,0
20,27,17,440,730,4,0,20,2,0,1,0
8,62,12,740,501,4,0,18,9,0,1,0
21,66,17,320,501,4,1,28,2,1,0,0
10,37,17,745,507,4,2,19,7,0,1,0
9,19,7,626,501,2,1,28,2,1,0,0
4,54,2,625,108,4,6,28,5,0,1,0
13,29,7,626,101,4,1,22,8,0,1,0
1,38,2,236,101,4,4,25,8,1,0,0
13,51,2,230,502,4,0,10,4,0,1,0
9,27,17,210,103,4,5,7,1,1,0,0
7,22,18,210,203,4,0,28,8,0,0,1
10,19,2,230,102,4,0,12,6,0,1,0
10,34,7,330,502,4,0,9,1,0,1,0
20,54,7,624,101,2,3,27,4,0,1,0
21,52,7,740,104,4,5,2,9,1,0,0
20,20,7,624,501,4,0,3,7,0,1,0
19,61,7,230,158,4,5,8,4,0,1,0
10,25,7,230,502,1,0,30,1,0,1,0
9,31,7,230,501,2,5,20,5,0,1,0
16,58,17,310,221,4,2,1,3,1,0,0
8,40,12,354,502,4,1,15,8,1,0,0
20,49,7,624,102,4,6,15,1,0,1,0
17,6,7,237,502,2,5,1,4,0,1,0
2,20,7,230,103,4,0,4,9,0,1,0
13,26,7,331,108,4,4,30,6,1,0,0
7,83,7,341,101,4,4,20,1,1,0,0
1,30,17,330,101,4,1,17,1,0,1,0
10,32,7,626,502,2,6,12,2,0,1,0
10,33,7,624,248,4,3,6,7,1,0,0
16,27,7,626,501,2,5,2,9,1,0,0
1,42,7,624,102,4,2,25,1,0,1,0
8,33,7,624,203,4,6,15,1,1,0,0
13,32,7,624,101,4,4,7,7,0,1,0
13,18,7,624,501,4,6,20,8,1,0,0
3,70,1,440,102,4,1,5,9,0,1,0
11,28,17,354,502,4,3,25,5,1,0,0
20,27,12,624,109,4,3,27,7,0,1,0
1,41,17,352,203,4,3,9,2,0,1,0
13,61,7,740,501,4,6,20,8,0,1,0
15,35,17,310,502,4,1,14,2,1,0,0
9,39,17,343,404,4,5,28,1,0,1,0
21,69,17,330,108,4,2,22,2,1,0,0
20,29,10,330,501,4,1,2,5,0,1,0
6,78,1,230,101,1,1,23,5,1,0,0
20,35,7,624,101,4,5,7,1,1,0,0
21,27,17,900,501,4,0,22,5,1,0,0
20,26,7,330,101,4,2,26,4,1,0,0
13,48,17,624,203,4,3,29,6,1,0,0
9,60,7,761,102,4,5,19,8,0,1,0
19,33,1,330,101,4,1,31,1,0,1,0
1,30,17,330,108,4,4,19,5,0,1,0
2,48,2,946,502,4,3,18,5,1,0,0
13,26,7,860,101,4,4,11,8,1,0,0
19,61,7,624,501,6,6,23,7,1,0,0
15,21,12,440,146,4,2,24,5,0,1,0
8,84,17,649,501,4,0,9,1,1,0,0
1,57,1,310,203,4,1,19,9,0,1,0
1,31,18,230,101,1,0,1,5,0,0,1
6,72,17,930,502,1,2,28,6,0,1,0
6,22,3,331,101,4,5,7,1,1,0,0
10,65,17,331,101,4,5,21,1,1,0,0
20,35,18,442,403,4,6,5,3,0,1,0
17,38,2,440,501,2,0,6,3,0,1,0
3,52,2,354,501,4,0,17,7,0,1,0
1,37,7,624,834,4,5,7,1,0,1,0
19,34,2,740,122,4,5,24,6,0,1,0
6,31,17,440,717,4,2,18,1,0,1,0
21,57,12,330,108,4,0,5,6,0,1,0
3,22,18,442,403,4,3,14,9,0,0,1
17,25,2,440,501,4,1,10,1,1,0,0
19,24,7,900,502,2,5,11,2,1,0,0
21,20,7,230,210,4,0,1,5,0,1,0
13,76,7,901,501,1,2,10,5,1,0,0
6,25,17,946,502,4,4,1,9,1,0,0
16,45,7,626,501,4,4,23,6,0,1,0
7,54,7,331,101,4,2,5,4,1,0,0
2,28,7,624,102,4,0,19,6,0,1,0
9,49,7,236,502,4,1,28,2,0,1,0
19,53,7,354,502,4,2,1,2,0,1,0
20,22,17,354,503,4,1,8,8,1,0,0
2,39,7,888,507,1,5,1,7,1,0,0
4,23,7,420,102,4,5,4,2,0,1,0
17,38,7,623,108,5,6,23,7,0,1,0
3,26,2,230,501,2,4,2,6,0,1,0
1,23,7,330,108,4,4,14,7,0,1,0
8,36,12,740,501,1,0,27,2,1,0,0
6,62,17,901,502,4,1,12,9,0,1,0
21,52,17,354,502,4,4,25,8,1,0,0
20,43,7,230,503,1,2,15,2,0,1,0
1,30,17,341,402,4,3,16,3,1,0,0
4,20,7,625,504,2,3,20,7,0,1,0
11,25,7,236,109,1,6,19,2,1,0,0
14,23,12,331,101,4,0,2,1,0,1,0
7,66,17,626,502,2,3,4,5,0,1,0
6,31,2,210,102,1,3,14,9,0,1,0
21,38,7,440,404,4,2,24,5,0,1,0
7,32,17,354,502,4,6,16,4,1,0,0
20,32,7,210,301,4,2,2,8,0,1,0
10,28,7,740,122,2,5,8,7,1,0,0
11,35,7,230,101,4,5,26,8,0,1,0
14,12,2,850,720,4,1,6,6,1,0,0
15,21,7,662,501,4,4,13,1,1,0,0
2,27,12,330,101,4,4,17,2,1,0,0
10,42,7,624,108,4,2,12,4,1,0,0
3,30,2,624,502,4,3,10,8,1,0,0
20,61,10,354,502,4,1,6,6,1,0,0
3,29,1,341,502,4,0,17,7,0,1,0
15,51,12,740,501,4,0,30,1,1,0,0
2,19,7,230,202,4,2,28,6,0,1,0
20,30,7,354,502,4,1,8,8,0,1,0
9,44,10,956,502,2,2,18,1,1,0,0
19,60,17,440,119,4,4,21,4,0,1,0
17,48,17,624,738,4,2,25,1,1,0,0
13,34,7,341,405,4,6,12,2,1,0,0
3,46,7,310,501,4,4,3,3,0,1,0
19,42,7,624,701,4,2,13,9,0,1,0
4,31,17,341,146,4,3,1,6,0,1,0
1,28,17,121,502,4,5,25,3,1,0,0
1,27,7,330,101,4,0,31,7,1,0,0
17,31,7,354,501,4,4,6,1,0,1,0
21,28,17,354,501,4,1,18,7,1,0,0
2,80,17,624,510,4,2,23,8,1,0,0
16,32,17,956,502,4,3,27,7,0,1,0
8,32,7,341,117,4,1,8,8,0,1,0
15,33,17,480,707,4,2,1,2,0,1,0
20,45,7,310,502,4,5,6,5,1,0,0
1,22,7,341,735,4,5,4,2,1,0,0
4,22,7,624,101,2,6,4,6,1,0,0
13,55,12,761,501,1,1,14,2,0,1,0
13,13,7,761,101,4,6,22,1,1,0,0
19,59,2,626,501,4,6,2,7,0,1,0
16,36,7,354,605,4,4,6,1,1,0,0
4,38,17,901,504,4,4,26,5,0,1,0
3,42,2,626,101,4,4,13,1,1,0,0
11,30,17,310,120,4,0,20,2,0,1,0
7,63,12,662,501,4,1,21,3,0,1,0
3,14,7,230,101,4,4,2,6,1,0,0
4,48,7,236,501,1,2,22,3,1,0,0
6,31,17,626,122,2,1,3,1,1,0,0
17,21,7,210,501,1,3,22,6,1,0,0
15,84,17,662,502,4,0,15,5,0,1,0
1,27,7,440,713,4,5,21,1,1,0,0
14,39,12,626,108,4,2,1,2,1,0,0
16,29,7,901,501,4,3,12,1,0,1,0
1,19,7,330,108,4,6,26,2,0,1,0
20,53,7,354,502,4,1,10,1,0,1,0
20,35,1,480,707,4,4,17,2,0,1,0
7,24,2,626,501,4,6,29,1,0,1,0
20,34,16,354,501,4,5,18,2,0,1,0
1,26,7,626,502,4,5,18,2,1,0,0
21,44,17,331,101,4,3,9,2,0,1,0
9,23,7,442,403,4,6,24,9,1,0,0
20,54,17,956,502,4,3,1,6,1,0,0
7,40,7,626,504,2,3,27,7,0,1,0
11,46,5,956,504,4,5,27,5,0,1,0
19,26,7,761,501,4,3,24,8,0,1,0
13,24,12,330,108,4,3,27,7,1,0,0
1,35,12,624,101,4,3,10,8,0,1,0
4,51,7,664,504,4,1,18,7,1,0,0
8,63,2,354,501,4,0,1,5,0,1,0
9,22,17,442,404,6,3,31,8,0,1,0
13,35,7,442,406,4,6,7,5,1,0,0
21,50,17,745,510,4,5,5,8,0,1,0
1,55,7,930,502,2,6,19,3,1,0,0
21,47,17,310,501,4,1,18,4,0,1,0
7,25,1,653,203,4,5,18,2,1,0,0
21,58,12,946,501,2,2,22,2,0,1,0
1,36,7,230,502,1,6,12,2,0,1,0
10,30,7,230,501,4,6,25,6,0,1,0
8,22,2,442,406,4,3,29,6,0,1,0
1,27,7,442,405,4,5,3,6,0,1,0
11,40,17,331,102,4,3,2,2,0,1,0
1,48,7,624,101,4,2,25,1,1,0,0
1,29,7,442,406,4,5,6,5,0,1,0
14,70,17,888,502,4,1,16,5,1,0,0
13,41,2,230,101,2,4,19,5,1,0,0
19,33,17,330,707,4,4,24,2,1,0,0
8,5,12,624,101,4,4,4,8,0,1,0
1,56,7,210,124,4,6,16,7,0,1,0
14,52,17,331,710,4,4,24,2,0,1,0
20,35,17,956,501,4,5,19,8,0,1,0
10,50,2,310,221,4,2,18,1,1,0,0
19,47,2,230,501,2,3,20,7,0,1,0
